name,reference product
"electricity production, wind, 1-3MW turbine, offshore","electricity, high voltage"
"electricity production, wind, 1-3MW turbine, offshore","electricity, high voltage"
"electricity production, wind, 1-3MW turbine, offshore","electricity, high voltage"
"electricity production, wind, 1-3MW turbine, offshore","electricity, high voltage"
"electricity production, wind, 1-3MW turbine, offshore","electricity, high voltage"
"electricity production, wind, 1-3MW turbine, offshore","electricity, high voltage"
"electricity production, wind, 1-3MW turbine, offshore","electricity, high voltage"
"electricity production, wind, 1-3MW turbine, offshore","electricity, high voltage"
"electricity production, wind, 1-3MW turbine, offshore","electricity, high voltage"
"heat and power co-generation, hard coal","electricity, high voltage"
"heat and power co-generation, hard coal","electricity, high voltage"
"heat and power co-generation, hard coal","electricity, high voltage"
"heat and power co-generation, hard coal","electricity, high voltage"
"heat and power co-generation, hard coal","electricity, high voltage"
"heat and power co-generation, hard coal","electricity, high voltage"
"heat and power co-generation, hard coal","electricity, high voltage"
"heat and power co-generation, hard coal","electricity, high voltage"
"heat and power co-generation, hard coal","electricity, high voltage"
"heat and power co-generation, hard coal","electricity, high voltage"
"heat and power co-generation, hard coal","electricity, high voltage"
"heat and power co-generation, hard coal","electricity, high voltage"
"heat and power co-generation, hard coal","electricity, high voltage"
"electricity production, hydro, reservoir, alpine region","electricity, high voltage"
"electricity production, hydro, reservoir, alpine region","electricity, high voltage"
"electricity production, hydro, reservoir, alpine region","electricity, high voltage"
"electricity production, hydro, reservoir, alpine region","electricity, high voltage"
"electricity production, hydro, reservoir, alpine region","electricity, high voltage"
"electricity production, hydro, reservoir, alpine region","electricity, high voltage"
"electricity production, hydro, reservoir, alpine region","electricity, high voltage"
"electricity production, hydro, reservoir, alpine region","electricity, high voltage"
"electricity production, hydro, reservoir, alpine region","electricity, high voltage"
"electricity production, hydro, reservoir, alpine region","electricity, high voltage"
"electricity production, hydro, reservoir, alpine region","electricity, high voltage"
"electricity production, hydro, reservoir, alpine region","electricity, high voltage"
"electricity production, hydro, reservoir, alpine region","electricity, high voltage"
"electricity production, nuclear, boiling water reactor","electricity, high voltage"
"electricity production, nuclear, boiling water reactor","electricity, high voltage"
"electricity production, nuclear, boiling water reactor","electricity, high voltage"
"electricity production, nuclear, boiling water reactor","electricity, high voltage"
"electricity production, nuclear, boiling water reactor","electricity, high voltage"
"electricity production, nuclear, boiling water reactor","electricity, high voltage"
"electricity production, nuclear, boiling water reactor","electricity, high voltage"
"electricity production, nuclear, boiling water reactor","electricity, high voltage"
"electricity production, nuclear, boiling water reactor","electricity, high voltage"
"electricity production, nuclear, boiling water reactor","electricity, high voltage"
"electricity production, nuclear, boiling water reactor","electricity, high voltage"
"electricity production, nuclear, boiling water reactor","electricity, high voltage"
"electricity production, nuclear, boiling water reactor","electricity, high voltage"
"electricity production, hydro, reservoir, tropical region","electricity, high voltage"
"electricity production, hydro, reservoir, tropical region","electricity, high voltage"
"electricity production, hydro, reservoir, tropical region","electricity, high voltage"
"electricity production, hydro, reservoir, tropical region","electricity, high voltage"
"electricity production, hydro, reservoir, tropical region","electricity, high voltage"
"electricity production, hydro, reservoir, tropical region","electricity, high voltage"
"electricity production, hydro, reservoir, tropical region","electricity, high voltage"
"electricity production, hydro, reservoir, tropical region","electricity, high voltage"
"electricity production, hydro, reservoir, tropical region","electricity, high voltage"
"electricity production, hydro, reservoir, tropical region","electricity, high voltage"
"electricity production, hydro, reservoir, tropical region","electricity, high voltage"
"electricity production, hydro, reservoir, tropical region","electricity, high voltage"
"electricity production, hydro, reservoir, tropical region","electricity, high voltage"
"electricity production, nuclear, pressure water reactor","electricity, high voltage"
"electricity production, nuclear, pressure water reactor","electricity, high voltage"
"electricity production, nuclear, pressure water reactor","electricity, high voltage"
"electricity production, nuclear, pressure water reactor","electricity, high voltage"
"electricity production, nuclear, pressure water reactor","electricity, high voltage"
"electricity production, nuclear, pressure water reactor","electricity, high voltage"
"electricity production, nuclear, pressure water reactor","electricity, high voltage"
"electricity production, nuclear, pressure water reactor","electricity, high voltage"
"electricity production, nuclear, pressure water reactor","electricity, high voltage"
"electricity production, nuclear, pressure water reactor","electricity, high voltage"
"electricity production, nuclear, pressure water reactor","electricity, high voltage"
"electricity production, nuclear, pressure water reactor","electricity, high voltage"
"electricity production, nuclear, pressure water reactor","electricity, high voltage"
"petroleum and gas production, onshore","natural gas, high pressure"
"petroleum and gas production, onshore","natural gas, high pressure"
"petroleum and gas production, onshore","natural gas, high pressure"
"petroleum and gas production, onshore","natural gas, high pressure"
"petroleum and gas production, onshore","natural gas, high pressure"
"petroleum and gas production, onshore","natural gas, high pressure"
"petroleum and gas production, onshore","natural gas, high pressure"
"petroleum and gas production, onshore","natural gas, high pressure"
"petroleum and gas production, onshore","natural gas, high pressure"
"petroleum and gas production, onshore","natural gas, high pressure"
"petroleum and gas production, onshore","natural gas, high pressure"
"petroleum and gas production, onshore","natural gas, high pressure"
"petroleum and gas production, onshore","natural gas, high pressure"
"electricity production, oil","electricity, high voltage"
"electricity production, oil","electricity, high voltage"
"electricity production, oil","electricity, high voltage"
"electricity production, oil","electricity, high voltage"
"electricity production, oil","electricity, high voltage"
"electricity production, oil","electricity, high voltage"
"electricity production, oil","electricity, high voltage"
"electricity production, oil","electricity, high voltage"
"electricity production, oil","electricity, high voltage"
"electricity production, oil","electricity, high voltage"
"electricity production, oil","electricity, high voltage"
"electricity production, oil","electricity, high voltage"
"electricity production, oil","electricity, high voltage"
"electricity production, hydro, run-of-river","electricity, high voltage"
"electricity production, hydro, run-of-river","electricity, high voltage"
"electricity production, hydro, run-of-river","electricity, high voltage"
"electricity production, hydro, run-of-river","electricity, high voltage"
"electricity production, hydro, run-of-river","electricity, high voltage"
"electricity production, hydro, run-of-river","electricity, high voltage"
"electricity production, hydro, run-of-river","electricity, high voltage"
"electricity production, hydro, run-of-river","electricity, high voltage"
"electricity production, hydro, run-of-river","electricity, high voltage"
"electricity production, hydro, run-of-river","electricity, high voltage"
"electricity production, hydro, run-of-river","electricity, high voltage"
"electricity production, hydro, run-of-river","electricity, high voltage"
"electricity production, hydro, run-of-river","electricity, high voltage"
"electricity production, solar thermal parabolic trough, 50 MW","electricity, high voltage"
"electricity production, solar thermal parabolic trough, 50 MW","electricity, high voltage"
"electricity production, solar thermal parabolic trough, 50 MW","electricity, high voltage"
"electricity production, solar thermal parabolic trough, 50 MW","electricity, high voltage"
"electricity production, solar thermal parabolic trough, 50 MW","electricity, high voltage"
"electricity production, solar thermal parabolic trough, 50 MW","electricity, high voltage"
"electricity production, solar thermal parabolic trough, 50 MW","electricity, high voltage"
"electricity production, solar thermal parabolic trough, 50 MW","electricity, high voltage"
"electricity production, solar thermal parabolic trough, 50 MW","electricity, high voltage"
"electricity production, solar thermal parabolic trough, 50 MW","electricity, high voltage"
"electricity production, solar thermal parabolic trough, 50 MW","electricity, high voltage"
"electricity production, solar thermal parabolic trough, 50 MW","electricity, high voltage"
"electricity production, solar thermal parabolic trough, 50 MW","electricity, high voltage"
"diesel production, low-sulfur, petroleum refinery operation","diesel, low-sulfur"
"diesel production, low-sulfur, petroleum refinery operation","diesel, low-sulfur"
"diesel production, low-sulfur, petroleum refinery operation","diesel, low-sulfur"
"diesel production, low-sulfur, petroleum refinery operation","diesel, low-sulfur"
"diesel production, low-sulfur, petroleum refinery operation","diesel, low-sulfur"
"diesel production, low-sulfur, petroleum refinery operation","diesel, low-sulfur"
"diesel production, low-sulfur, petroleum refinery operation","diesel, low-sulfur"
"diesel production, low-sulfur, petroleum refinery operation","diesel, low-sulfur"
"diesel production, low-sulfur, petroleum refinery operation","diesel, low-sulfur"
"diesel production, low-sulfur, petroleum refinery operation","diesel, low-sulfur"
"diesel production, low-sulfur, petroleum refinery operation","diesel, low-sulfur"
"diesel production, low-sulfur, petroleum refinery operation","diesel, low-sulfur"
"diesel production, low-sulfur, petroleum refinery operation","diesel, low-sulfur"
"heat and power co-generation, lignite","electricity, high voltage"
"heat and power co-generation, lignite","electricity, high voltage"
"heat and power co-generation, lignite","electricity, high voltage"
"heat and power co-generation, lignite","electricity, high voltage"
"heat and power co-generation, lignite","electricity, high voltage"
"heat and power co-generation, lignite","electricity, high voltage"
"heat and power co-generation, lignite","electricity, high voltage"
"heat and power co-generation, lignite","electricity, high voltage"
"heat and power co-generation, lignite","electricity, high voltage"
"heat and power co-generation, lignite","electricity, high voltage"
"heat and power co-generation, lignite","electricity, high voltage"
"heat and power co-generation, lignite","electricity, high voltage"
"heat and power co-generation, lignite","electricity, high voltage"
"electricity production, hard coal","electricity, high voltage"
"electricity production, hard coal","electricity, high voltage"
"electricity production, hard coal","electricity, high voltage"
"electricity production, hard coal","electricity, high voltage"
"electricity production, hard coal","electricity, high voltage"
"electricity production, hard coal","electricity, high voltage"
"electricity production, hard coal","electricity, high voltage"
"electricity production, hard coal","electricity, high voltage"
"electricity production, hard coal","electricity, high voltage"
"electricity production, hard coal","electricity, high voltage"
"electricity production, hard coal","electricity, high voltage"
"electricity production, hard coal","electricity, high voltage"
"electricity production, hard coal","electricity, high voltage"
"heat and power co-generation, wood chips, 6667 kW","electricity, high voltage"
"heat and power co-generation, wood chips, 6667 kW","electricity, high voltage"
"heat and power co-generation, wood chips, 6667 kW","electricity, high voltage"
"heat and power co-generation, wood chips, 6667 kW","electricity, high voltage"
"heat and power co-generation, wood chips, 6667 kW","electricity, high voltage"
"heat and power co-generation, wood chips, 6667 kW","electricity, high voltage"
"heat and power co-generation, wood chips, 6667 kW","electricity, high voltage"
"heat and power co-generation, wood chips, 6667 kW","electricity, high voltage"
"heat and power co-generation, wood chips, 6667 kW","electricity, high voltage"
"heat and power co-generation, wood chips, 6667 kW","electricity, high voltage"
"heat and power co-generation, wood chips, 6667 kW","electricity, high voltage"
"heat and power co-generation, wood chips, 6667 kW","electricity, high voltage"
"heat and power co-generation, wood chips, 6667 kW","electricity, high voltage"
"heavy fuel oil production, petroleum refinery operation",heavy fuel oil
"heavy fuel oil production, petroleum refinery operation",heavy fuel oil
"heavy fuel oil production, petroleum refinery operation",heavy fuel oil
"heavy fuel oil production, petroleum refinery operation",heavy fuel oil
"heavy fuel oil production, petroleum refinery operation",heavy fuel oil
"heavy fuel oil production, petroleum refinery operation",heavy fuel oil
"heavy fuel oil production, petroleum refinery operation",heavy fuel oil
"heavy fuel oil production, petroleum refinery operation",heavy fuel oil
"heavy fuel oil production, petroleum refinery operation",heavy fuel oil
"heavy fuel oil production, petroleum refinery operation",heavy fuel oil
"heavy fuel oil production, petroleum refinery operation",heavy fuel oil
"heavy fuel oil production, petroleum refinery operation",heavy fuel oil
"heavy fuel oil production, petroleum refinery operation",heavy fuel oil
"electricity production, wind, 1-3MW turbine, onshore","electricity, high voltage"
"electricity production, wind, 1-3MW turbine, onshore","electricity, high voltage"
"electricity production, wind, 1-3MW turbine, onshore","electricity, high voltage"
"electricity production, wind, 1-3MW turbine, onshore","electricity, high voltage"
"electricity production, wind, 1-3MW turbine, onshore","electricity, high voltage"
"electricity production, wind, 1-3MW turbine, onshore","electricity, high voltage"
"electricity production, wind, 1-3MW turbine, onshore","electricity, high voltage"
"electricity production, wind, 1-3MW turbine, onshore","electricity, high voltage"
"electricity production, wind, 1-3MW turbine, onshore","electricity, high voltage"
"electricity production, wind, 1-3MW turbine, onshore","electricity, high voltage"
"electricity production, wind, 1-3MW turbine, onshore","electricity, high voltage"
"electricity production, wind, 1-3MW turbine, onshore","electricity, high voltage"
"electricity production, wind, 1-3MW turbine, onshore","electricity, high voltage"
"electricity production, solar tower power plant, 20 MW","electricity, high voltage"
"electricity production, solar tower power plant, 20 MW","electricity, high voltage"
"electricity production, solar tower power plant, 20 MW","electricity, high voltage"
"electricity production, solar tower power plant, 20 MW","electricity, high voltage"
"electricity production, solar tower power plant, 20 MW","electricity, high voltage"
"electricity production, solar tower power plant, 20 MW","electricity, high voltage"
"electricity production, solar tower power plant, 20 MW","electricity, high voltage"
"electricity production, solar tower power plant, 20 MW","electricity, high voltage"
"electricity production, solar tower power plant, 20 MW","electricity, high voltage"
"electricity production, solar tower power plant, 20 MW","electricity, high voltage"
"electricity production, solar tower power plant, 20 MW","electricity, high voltage"
"electricity production, solar tower power plant, 20 MW","electricity, high voltage"
"electricity production, solar tower power plant, 20 MW","electricity, high voltage"
"bioethanol, from non-residual cellulosic biomass, burned in passenger car",heat
"bioethanol, from non-residual cellulosic biomass, burned in passenger car",heat
"bioethanol, from non-residual cellulosic biomass, burned in passenger car",heat
"bioethanol, from non-residual cellulosic biomass, burned in passenger car",heat
"bioethanol, from non-residual cellulosic biomass, burned in passenger car",heat
"bioethanol, from non-residual cellulosic biomass, burned in passenger car",heat
"bioethanol, from non-residual cellulosic biomass, burned in passenger car",heat
"bioethanol, from non-residual cellulosic biomass, burned in passenger car",heat
"bioethanol, from non-residual cellulosic biomass, burned in passenger car",heat
"bioethanol, from non-residual cellulosic biomass, burned in passenger car",heat
"bioethanol, from non-residual cellulosic biomass, burned in passenger car",heat
"bioethanol, from non-residual cellulosic biomass, burned in passenger car",heat
"bioethanol, from non-residual cellulosic biomass, burned in passenger car",heat
